rows=232
cols=3181
(0, 436, -1724)
(0, 23, -2000)
(0, 1564, -1534)
(0, 1362, -1576)
(0, 592, -1346)
(0, 1134, -1780)
(0, 563, -406)
(0, 78, 2000)
(0, 172, -1382)
(0, 1905, -1392)
(0, 109, -2004)
(0, 337, -1228)
(1, 1187, 1172)
(1, 969, -1230)
(1, 1049, 434)
(1, 1167, -1778)
(1, 867, -1946)
(1, 468, 1880)
(1, 120, -1138)
(1, 846, -1272)
(1, 1381, -274)
(1, 2582, -2028)
(1, 1904, -1098)
(1, 1803, -1278)
(1, 2036, 848)
(1, 316, -2022)
(1, 993, -716)
(1, 1499, -1468)
(1, 2682, 1954)
(1, 1268, -1828)
(1, 2872, -1280)
(1, 1086, 1644)
(1, 1459, -1032)
(1, 2198, -1252)
(1, 2948, 1590)
(1, 2564, -1066)
(1, 2535, -1500)
(1, 2875, -1516)
(1, 1451, -1474)
(1, 797, -632)
(1, 1419, -1024)
(1, 2567, -1382)
(1, 879, -1122)
(1, 1178, -1072)
(1, 1553, -1220)
(1, 769, -1440)
(1, 1321, -606)
(1, 213, 632)
(1, 1406, 456)
(1, 55, -1452)
(1, 3177, -1570)
(1, 2520, -946)
(1, 215, -1732)
(1, 1398, 1368)
(1, 96, 622)
(1, 2598, -1300)
(1, 1583, -608)
(1, 1640, -1662)
(1, 367, -1802)
(1, 1468, -2040)
(1, 1648, -1962)
(1, 1788, 1878)
(1, 538, 1488)
(1, 2796, 1038)
(1, 27, -1728)
(1, 1244, 640)
(1, 1531, -1888)
(1, 568, 222)
(1, 232, -1838)
(1, 152, -1064)
(1, 781, -2026)
(1, 395, -372)
(1, 2692, -1190)
(1, 888, -1404)
(1, 2379, 1498)
(1, 1535, 704)
(1, 1492, -1482)
(1, 788, -1322)
(1, 1238, -1658)
(1, 458, -1706)
(1, 964, -1016)
(1, 139, -970)
(1, 1634, -1546)
(1, 980, -1068)
(1, 898, 876)
(1, 892, -940)
(1, 552, -1174)
(1, 1503, -1302)
(1, 2785, -1896)
(1, 2018, -344)
(1, 2837, -1604)
(1, 1176, -694)
(2, 938, -1524)
(2, 1061, 1090)
(2, 1119, -1488)
(2, 364, 1122)
(2, 990, -1456)
(2, 15, 550)
(2, 568, 1454)
(2, 3053, -1590)
(2, 969, -1790)
(2, 1526, -1030)
(2, 583, 1618)
(2, 655, -1598)
(2, 3023, 68)
(2, 273, -482)
(2, 2363, -416)
(2, 1889, -1452)
(2, 494, -1296)
(2, 571, 810)
(2, 2337, -1752)
(2, 1359, -1772)
(2, 894, -920)
(2, 1026, 1466)
(2, 459, -1774)
(2, 1, -1686)
(2, 967, 1602)
(2, 1200, -1934)
(2, 1424, -1888)
(2, 889, -1062)
(2, 516, 1452)
(2, 1754, -1260)
(2, 1482, -1610)
(2, 1315, -1294)
(2, 1202, -1324)
(2, 1904, -1536)
(2, 1320, -1400)
(2, 223, -1848)
(3, 739, -1908)
(3, 2075, -1702)
(3, 1547, -608)
(3, 1128, -1976)
(3, 1947, 406)
(3, 2924, -1358)
(3, 669, 528)
(3, 1334, 702)
(3, 331, -338)
(3, 1013, -2022)
(3, 326, 1970)
(3, 2418, -1544)
(3, 219, 794)
(3, 995, -1700)
(3, 590, -1022)
(3, 2860, -1084)
(3, 1499, -1306)
(3, 283, -1808)
(3, 1370, -1564)
(3, 3158, -1816)
(3, 1028, -1726)
(3, 1381, -1494)
(3, 3179, 114)
(3, 1286, 1882)
(3, 13, -784)
(3, 216, -1144)
(3, 1323, -1156)
(3, 876, -2028)
(3, 893, -1030)
(3, 1067, -1552)
(3, 17, -1288)
(3, 1054, -1184)
(3, 1390, 924)
(3, 957, -1984)
(3, 2338, 414)
(3, 1277, -1148)
(3, 619, 858)
(3, 1153, -1202)
(3, 965, 1866)
(3, 2423, -1244)
(3, 1342, 1052)
(3, 1436, -46)
(3, 365, -1306)
(3, 792, -652)
(3, 988, -240)
(3, 1073, -1032)
(3, 3121, 1016)
(3, 149, -1568)
(3, 1303, -1968)
(3, 199, 1550)
(3, 963, -698)
(3, 30, 786)
(3, 1362, -1276)
(3, 1126, -174)
(3, 266, -1202)
(3, 387, -1446)
(3, 1259, -1404)
(3, 161, -1622)
(3, 263, -1080)
(3, 447, -1156)
(3, 1141, -1386)
(3, 83, -1458)
(3, 3141, 1356)
(3, 2369, 1426)
(3, 139, 1004)
(3, 1231, -1294)
(3, 167, -1850)
(3, 523, -1594)
(3, 1660, 970)
(3, 1466, -1992)
(3, 428, -1262)
(4, 1965, 990)
(4, 563, 98)
(4, 1290, 124)
(4, 720, 1646)
(4, 1932, -1250)
(4, 354, 1528)
(4, 892, -1734)
(4, 2761, 158)
(4, 1389, -1632)
(4, 88, 686)
(4, 46, 782)
(4, 529, -1534)
(4, 631, -1822)
(4, 669, -2002)
(4, 651, 1950)
(4, 832, -1832)
(4, 1698, -1714)
(4, 1475, -122)
(4, 1489, -1160)
(4, 170, 834)
(4, 726, -1520)
(4, 900, -1792)
(4, 2764, 334)
(4, 438, -1466)
(4, 1310, -1266)
(4, 1643, 824)
(4, 2876, 1544)
(4, 279, -1258)
(4, 2284, -1890)
(4, 2900, -562)
(4, 1222, -1852)
(4, 814, 312)
(4, 824, -1616)
(4, 1314, -842)
(4, 831, -1324)
(4, 103, -1180)
(4, 685, -1038)
(4, 1983, 230)
(4, 3179, 1020)
(4, 462, -176)
(4, 1239, -1936)
(4, 1175, -292)
(4, 384, -1034)
(4, 1087, 710)
(4, 1082, -1364)
(4, 184, -220)
(4, 2428, -1304)
(4, 964, 376)
(4, 1163, -1034)
(4, 416, -1554)
(4, 1521, -482)
(4, 2298, -748)
(4, 1354, -1736)
(4, 1575, -1984)
(4, 1272, -1770)
(4, 388, -1266)
(4, 428, -2000)
(4, 90, -1110)
(4, 1584, -1546)
(4, 195, -1480)
(4, 1197, 658)
(4, 3076, -1928)
(4, 1512, 1158)
(4, 1573, -1866)
(4, 694, -1130)
(4, 434, -1528)
(4, 600, -1684)
(4, 3135, 2006)
(4, 937, -1372)
(4, 276, 92)
(4, 56, -1448)
(4, 1306, -430)
(4, 2203, -1536)
(4, 795, -1950)
(4, 993, -1562)
(4, 1652, -1326)
(4, 1211, -458)
(4, 801, -1444)
(4, 1807, -1424)
(4, 1257, -1314)
(4, 1452, 1138)
(4, 3063, 1174)
(4, 452, 674)
(4, 2124, -756)
(4, 1449, -510)
(4, 2264, 2034)
(4, 2198, -1296)
(4, 925, -1342)
(4, 996, -1914)
(4, 2571, -1448)
(4, 788, -1352)
(4, 710, 968)
(4, 835, 1842)
(4, 2690, -1126)
(4, 698, -1388)
(4, 2177, -404)
(4, 775, -1672)
(4, 493, 2008)
(4, 433, -1724)
(4, 2095, -1570)
(4, 1469, -1256)
(4, 1411, -1966)
(4, 1097, -872)
(4, 1059, -1474)
(4, 1373, -1440)
(4, 802, 760)
(4, 811, 1422)
(4, 1722, -1218)
(4, 2094, 332)
(4, 950, 1284)
(4, 2606, -1072)
(4, 952, 1790)
(4, 3163, -470)
(4, 749, -1262)
(4, 2030, -1328)
(4, 193, -1346)
(4, 3042, -1848)
(4, 1430, 360)
(4, 1047, -1552)
(4, 1541, 2040)
(4, 1249, -1444)
(4, 87, 1014)
(4, 1091, -192)
(4, 704, 1728)
(4, 934, -1170)
(4, 3011, -1358)
(4, 1508, -1326)
(4, 2277, 1044)
(4, 1324, -1196)
(4, 1332, 2)
(4, 1496, 1032)
(4, 1442, -1686)
(4, 1532, 886)
(4, 1398, -1470)
(4, 55, -1690)
(4, 1287, -1086)
(4, 1537, 2002)
(4, 101, -1996)
(4, 2558, -1828)
(4, 2133, -1330)
(4, 889, -106)
(4, 296, -1564)
(4, 472, -1530)
(4, 1280, -1698)
(4, 791, -1478)
(4, 871, -1474)
(4, 31, -1342)
(4, 1057, 1826)
(4, 1663, -2004)
(4, 1856, 576)
(4, 1207, -1434)
(4, 1519, 142)
(4, 2041, -314)
(4, 2173, 224)
(4, 247, 1632)
(4, 140, -1110)
(4, 625, 652)
(4, 123, -1808)
(4, 1828, -1752)
(4, 2244, -1410)
(4, 410, -1884)
(4, 2766, 132)
(4, 846, 1436)
(4, 236, 686)
(4, 2168, -1444)
(4, 2691, -1034)
(5, 2108, -1506)
(5, 2755, 1728)
(5, 1465, -1928)
(5, 399, 296)
(5, 1020, -352)
(5, 1488, -1784)
(5, 3070, -1258)
(5, 930, -310)
(5, 3028, -1884)
(5, 1170, -1450)
(5, 262, -1526)
(5, 1065, -1624)
(5, 2286, 688)
(5, 1195, -1778)
(5, 398, -874)
(5, 1182, 1346)
(5, 1050, -1146)
(5, 1969, -1764)
(5, 1235, -1172)
(5, 1257, -1578)
(5, 594, 1836)
(5, 580, -1710)
(5, 1294, -1378)
(5, 289, 850)
(5, 1522, 1978)
(5, 2477, -1922)
(5, 331, 928)
(5, 1551, -770)
(5, 612, -1800)
(5, 2547, -1252)
(5, 3120, -1696)
(5, 2007, -1712)
(5, 146, -1654)
(5, 368, -1926)
(5, 3055, -1264)
(5, 555, -1556)
(5, 1047, -180)
(5, 948, -1084)
(5, 1086, -1424)
(5, 724, 330)
(5, 1142, -1664)
(5, 261, 1648)
(5, 578, -1272)
(5, 105, -1128)
(5, 1143, -1604)
(5, 1506, -630)
(5, 575, 930)
(5, 2869, -1134)
(5, 641, -1382)
(5, 2885, -1446)
(5, 630, -1134)
(5, 99, -1332)
(5, 2258, -1752)
(5, 447, -2038)
(5, 1886, -2026)
(5, 2908, -1350)
(5, 680, -82)
(5, 295, -298)
(5, 2778, -146)
(5, 799, 760)
(5, 2656, -930)
(5, 1514, -1946)
(5, 1181, -1334)
(5, 98, -1884)
(5, 278, 1450)
(5, 1674, -46)
(5, 431, -256)
(5, 1709, -1360)
(5, 732, -1910)
(5, 770, -1298)
(5, 2966, -1196)
(5, 130, -1450)
(5, 1183, -1444)
(5, 2305, -1558)
(5, 1369, -1132)
(5, 1297, 922)
(5, 65, 1300)
(5, 1153, -1428)
(5, 1975, -1238)
(5, 1953, 944)
(5, 993, 1946)
(5, 1900, -1060)
(5, 919, -1738)
(5, 845, -1190)
(5, 1056, -1118)
(5, 1546, -1562)
(5, 921, 1442)
(5, 573, 1404)
(5, 2279, -1978)
(5, 1836, -1080)
(5, 1564, -318)
(5, 1192, 500)
(5, 325, 200)
(5, 605, -1356)
(5, 1296, 1062)
(5, 1246, 1020)
(5, 2440, -1064)
(5, 5, -1972)
(5, 1526, -2000)
(5, 401, -1252)
(5, 1620, -610)
(5, 549, -1488)
(5, 508, 528)
(5, 369, -1082)
(5, 1157, -1590)
(5, 2366, -678)
(5, 51, 1610)
(5, 853, -1378)
(5, 192, -188)
(5, 1501, 1216)
(5, 634, -860)
(5, 1743, -1350)
(5, 1058, 1312)
(5, 1121, 1408)
(5, 584, -1846)
(5, 1300, -1246)
(5, 1363, -1844)
(6, 1440, -1816)
(6, 2401, -462)
(6, 298, 124)
(6, 874, -1958)
(6, 2655, -1064)
(6, 303, 930)
(6, 3000, -1596)
(6, 1631, 1516)
(6, 226, -1098)
(6, 266, -1820)
(6, 1570, -1712)
(6, 953, 42)
(6, 1530, -1428)
(6, 815, -2046)
(6, 2635, -1078)
(6, 2248, -1848)
(6, 1268, -974)
(6, 13, 1852)
(6, 893, -1214)
(6, 1062, -1244)
(6, 473, 80)
(6, 145, -1836)
(6, 1072, -1554)
(6, 1724, -1856)
(6, 491, -1154)
(6, 2221, 1848)
(6, 793, -1910)
(6, 2185, -1098)
(6, 156, -1580)
(6, 1201, -562)
(6, 1475, -1756)
(6, 365, -1066)
(6, 1018, -1442)
(6, 2670, -1478)
(6, 1729, 1510)
(6, 198, -1144)
(7, 1002, 1028)
(7, 1095, 1072)
(7, 1322, -1726)
(7, 269, -1380)
(7, 2384, -1914)
(7, 2120, 1696)
(7, 268, -574)
(7, 1064, 980)
(7, 102, -852)
(7, 778, 1700)
(7, 1115, -2042)
(7, 1207, -1540)
(7, 691, -1220)
(7, 111, -1188)
(7, 2393, -1944)
(7, 2335, -2014)
(7, 355, -1602)
(7, 858, -302)
(7, 809, -1220)
(7, 260, 982)
(7, 1357, -1430)
(7, 2838, -1536)
(7, 438, 28)
(7, 1478, -1264)
(7, 310, 1940)
(7, 656, -1410)
(7, 255, -1138)
(7, 3019, -1612)
